1 [139887850724416] INFO perfrun.launcher <> - Launcher main begin
1 [139887850724416] INFO perfrun.launcher <> - MessageCatalogInit finished
1 [139887850724416] INFO perfrun.launcher <> - Launcher instance created
1 [139887850724416] INFO perfrun.launcher <> - argc = 6; cmdline = /home/ariel/intel/oneapi/advisor/2025.1/bin64/advixe-runss --ui-output-format xml --ui-output-fd 187 --context-value-list 
24 [139887850724416] INFO perfrun.launcher <> - create msngr2::ICliToolContext
24 [139887850724416] INFO perfrun.launcher <> - create file finder object
26 [139887850724416] INFO perfrun.launcher <> - Put into the variant bag the context value: name = targetOS; value = Linux
26 [139887850724416] INFO perfrun.launcher <> - Put into the variant bag the context value: name = OS; value = Linux
26 [139887850724416] INFO perfrun.launcher <> - Put into the variant bag the context value: name = OSBuildNumber; value = 167
26 [139887850724416] INFO perfrun.launcher <> - Put into the variant bag the context value: name = OSBitness; value = 64
26 [139887850724416] INFO perfrun.launcher <> - Put into the variant bag the context value: name = RootPrivileges; value = false
26 [139887850724416] INFO perfrun.launcher <> - Put into the variant bag the context value: name = isPtraceScopeLimited; value = false
26 [139887850724416] INFO perfrun.launcher <> - Put into the variant bag the context value: name = isCATSupportedByCPU; value = false
26 [139887850724416] INFO perfrun.launcher <> - Put into the variant bag the context value: name = isL3MonitoringSupportedByCPU; value = false
26 [139887850724416] INFO perfrun.launcher <> - Put into the variant bag the context value: name = isTSXAvailable; value = false
27 [139887850724416] INFO perfrun.launcher <> - Put into the variant bag the context value: name = isPTAvailable; value = false
27 [139887850724416] INFO perfrun.launcher <> - Put into the variant bag the context value: name = isHTEnabled; value = true
27 [139887850724416] INFO perfrun.launcher <> - Put into the variant bag the context value: name = fpgaOnBoard; value = None
27 [139887850724416] INFO perfrun.launcher <> - Put into the variant bag the context value: name = omniPathOnBoard; value = None
27 [139887850724416] INFO perfrun.launcher <> - Put into the variant bag the context value: name = genArchOnBoard; value = 0
27 [139887850724416] INFO perfrun.launcher <> - Put into the variant bag the context value: name = pciClassParts; value = 
27 [139887850724416] INFO perfrun.launcher <> - Put into the variant bag the context value: name = tidValuesForIO; value = 
27 [139887850724416] INFO perfrun.launcher <> - Put into the variant bag the context value: name = populatedIoParts; value = 
27 [139887850724416] INFO perfrun.launcher <> - Put into the variant bag the context value: name = populatedIoUnits; value = 
27 [139887850724416] INFO perfrun.launcher <> - Put into the variant bag the context value: name = populatedTidValuesForIO; value = 
27 [139887850724416] INFO perfrun.launcher <> - Put into the variant bag the context value: name = memoryType; value = Unknown
27 [139887850724416] INFO perfrun.launcher <> - Put into the variant bag the context value: name = isSGXAvailable; value = false
28 [139887850724416] INFO perfrun.launcher <> - Put into the variant bag the context value: name = LinuxRelease; value = 5.15.167.4-microsoft-standard-WSL2
28 [139887850724416] INFO perfrun.launcher <> - Put into the variant bag the context value: name = is3DXPPresent; value = false
28 [139887850724416] INFO perfrun.launcher <> - Put into the variant bag the context value: name = is3DXP2LMMode; value = false
28 [139887850724416] INFO perfrun.launcher <> - Put into the variant bag the context value: name = is3DXPAppDirectMode; value = false
28 [139887850724416] INFO perfrun.launcher <> - Put into the variant bag the context value: name = IsNUMANodeWithoutCPUsPresent; value = false
28 [139887850724416] INFO perfrun.launcher <> - Put into the variant bag the context value: name = Hypervisor; value = Microsoft Hv
28 [139887850724416] INFO perfrun.launcher <> - Put into the variant bag the context value: name = PerfmonVersion; value = 0
29 [139887850724416] INFO perfrun.launcher <> - Put into the variant bag the context value: name = isMaxDRAMBandwidthMeasurementSupported; value = false
29 [139887850724416] INFO perfrun.launcher <> - Put into the variant bag the context value: name = preferedGpuAdapter; value = none
29 [139887850724416] INFO perfrun.launcher <> - Put into the variant bag the context value: name = isEHFIAvailable; value = false
29 [139887850724416] INFO perfrun.launcher <> - Put into the variant bag the context value: name = i915Status; value = MissingDriver
29 [139887850724416] INFO perfrun.launcher <> - Put into the variant bag the context value: name = GPUUserGroups; value = 
29 [139887850724416] INFO perfrun.launcher <> - Put into the variant bag the context value: name = isSEPDriverAvailable; value = false
29 [139887850724416] INFO perfrun.launcher <> - Put into the variant bag the context value: name = isSEPMICDriverAvailable; value = false
30 [139887850724416] INFO perfrun.launcher <> - Put into the variant bag the context value: name = isNMIWatchDogTimerRunning; value = false
30 [139887850724416] INFO perfrun.launcher <> - Put into the variant bag the context value: name = CPU_NAME; value = Unknown
30 [139887850724416] INFO perfrun.launcher <> - Put into the variant bag the context value: name = CPU; value = Unknown
30 [139887850724416] INFO perfrun.launcher <> - Put into the variant bag the context value: name = PMU; value = Unknown
30 [139887850724416] INFO perfrun.launcher <> - Put into the variant bag the context value: name = platformType; value = 0
30 [139887850724416] INFO perfrun.launcher <> - Put into the variant bag the context value: name = referenceFrequency; value = 3072000000
30 [139887850724416] INFO perfrun.launcher <> - Put into the variant bag the context value: name = isTPSSAvailable; value = true
30 [139887850724416] INFO perfrun.launcher <> - Put into the variant bag the context value: name = isPytraceAvailable; value = true
30 [139887850724416] INFO perfrun.launcher <> - Put into the variant bag the context value: name = forceShowInlines; value = false
31 [139887850724416] INFO perfrun.launcher <> - Application exit code: 0
31 [139887850724416] INFO perfrun.launcher <> - Exit code: 0
