tree,depth,nodes,Selecting Bootstrapped Samples,Initialization of FindBestCondOblique,SampleProjection,ApplyProjection,Bucket Allocation & Initialization=0,Filling & Finalizing the Buckets,SortFeature,ScanSplits,Post-processing after Training all Trees,EvaluateProjection,FillExampleBucketSet (next 3 calls),,  ,Parameter,Value
1,1,1,0.0,5.6923e-05,0.0212227,0.023185,4.2009e-05,0.005076455,0.263744953,0.076868034,0.0,0.35342,0.273194164,,,,
1,2,2,0.0,0.00013545,0.0423947,0.02494611,5.4729000000000004e-05,0.005102974,0.249268527,0.076533204,0.0,0.34444210000000003,0.263588195,,,,
1,3,4,0.0,0.000207892,0.08427480000000001,0.02852253,0.000107569,0.005174998,0.244486304,0.076113582,0.0,0.34781588999999996,0.265530961,,,,
1,4,8,0.0,0.000437813,0.1700057,0.036611465999999995,0.000219943,0.005424403,0.226908172,0.075978445,0.0,0.34990296000000004,0.263943952,,,,
1,5,10,0.0,0.000537488,0.2122428,0.041161365,0.00027884,0.005472158,0.214230778,0.074865443,0.0,0.34658485,0.259803132,,,,
1,6,18,0.0,0.0009071249999999999,0.3837162,0.049607856,0.000484582,0.005833094,0.196043225,0.073611674,0.0,0.36409483,0.271571925,,,,
1,7,26,0.0,0.001362329,0.5546407,0.055251593,0.000793332,0.005924712,0.181920095,0.069773022,0.0,0.38028883,0.284502072,,,,
1,8,30,0.0,0.001551231,0.6375876,0.054074119,0.000815446,0.005705412,0.165347758,0.064217205,0.0,0.37355741,0.279952498,,,,
1,9,34,0.0,0.001694724,0.7239092,0.055313788,0.000938171,0.005419907,0.145892105,0.059565541,0.0,0.37200454,0.280168282,,,,
1,10,32,0.0,0.001622322,0.6818625,0.058858952,0.000856574,0.005118426,0.126012378,0.05542792,0.0,0.3343315,0.247693254,,,,
1,11,36,0.0,0.001774271,0.7653015,0.062268299,0.000968039,0.005176323,0.110849977,0.050131346,0.0,0.33359511000000003,0.248991745,,,,
1,12,44,0.0,0.002279096,0.938875,0.067414069,0.0011997730000000001,0.00497342,0.092713891,0.043625566,0.0,0.34287903,0.257869049,,,,
1,13,44,0.0,0.002231199,0.9335099,0.060717977,0.001198672,0.004412802,0.075944687,0.035824733,0.0,0.31370865,0.237279294,,,,
1,14,50,0.0,0.002702596,1.0651239,0.056528316,0.001345392,0.004200017,0.059251169,0.027804522,0.0,0.31406045,0.240373389,,,,
1,15,48,0.0,0.002551681,1.0222335,0.048817294,0.0012976560000000001,0.003622714,0.04586035,0.01997321,0.0,0.28949236,0.226667799,,,,
1,16,24,0.0,0.001304722,0.508341,0.02634405,0.000654188,0.001927668,0.027235671,0.012643855,0.0,0.14938627,0.115056633,,,,
1,17,20,0.0,0.001045065,0.42515379999999997,0.019100765,0.000547053,0.001476827,0.020275397,0.008643962,0.0,0.11737166,0.090950395,,,,
1,18,8,0.0,0.000399278,0.16927319999999998,0.008584067,0.00021447100000000001,0.000763816,0.014552332,0.006232726,0.0,0.05565241,0.042111349,,,,
1,19,2,0.0,0.000107501,0.0430201,0.005932359999999999,5.5349e-05,0.000472292,0.011926107,0.004918207,0.0,0.027256370000000002,0.020313563,,,,
1,20,2,0.0,0.00011316700000000001,0.042517700000000005,0.00462096,5.4702e-05,0.000359179,0.008675239,0.004039699,0.0,0.02235785,0.016315398,,,,
1,21,4,0.0,0.000204635,0.08565020000000001,0.0063022749999999995,0.000109423,0.000447422,0.007683804,0.00364317,0.0,0.03015098,0.022660261,,,,
1,22,4,0.0,0.00020851099999999998,0.0858273,0.0061496649999999995,0.000107357,0.000434496,0.00680971,0.003052926,0.0,0.02857573,0.021697735,,,,
1,23,4,0.0,0.000241359,0.0852299,0.0047071149999999996,0.000106637,0.000309912,0.00367066,0.00152535,0.0,0.023454290000000003,0.018210804,,,,
1,24,2,0.0,9.9386e-05,0.043728,0.0019674140000000002,5.5338e-05,0.000132673,0.001181249,0.000570649,0.0,0.01083402,0.008400487,,,,
1,25,2,0.0,0.00014570099999999998,0.042215199999999994,0.001245589,5.4853e-05,8.807e-05,0.000343354,0.000141943,0.0,0.00878548,0.006948248,,,,
2,0,1,0.000288951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2,1,1,0.0,5.6132e-05,0.0214958,0.0212179,5.4052000000000004e-05,0.005122573,0.26459752599999997,0.078811642,0.0,0.356338,0.274136042,,,,
2,2,2,0.0,0.000156434,0.0426611,0.02312088,5.3588e-05,0.005163044,0.262048297,0.077898592,0.0,0.3575798,0.275408463,,,,
2,3,4,0.0,0.000234766,0.0860468,0.027215539,0.000109535,0.005197429,0.251115338,0.077265687,0.0,0.35533709,0.271947443,,,,
2,4,6,0.0,0.00037600999999999997,0.1276757,0.032718665,0.000161201,0.005283273,0.23339895,0.07614106,0.0,0.34653100000000003,0.262388431,,,,
2,5,8,0.0,0.000482627,0.1713606,0.037170469,0.000215752,0.005336744,0.223878128,0.075511861,0.0,0.346602,0.261336448,,,,
2,6,14,0.0,0.000710362,0.2986576,0.044628257,0.000385254,0.005570935,0.217508411,0.075104082,0.0,0.36706774000000003,0.276612344,,,,
2,7,26,0.0,0.001448599,0.5550691,0.053713451,0.000705388,0.0062120709999999996,0.205547906,0.072031239,0.0,0.41071212,0.312806695,,,,
2,8,28,0.0,0.001542346,0.6017544,0.055051142,0.000924482,0.005951661,0.186325158,0.068007453,0.0,0.39928393,0.303753675,,,,
2,9,26,0.0,0.001403983,0.5544989,0.054859384,0.000703457,0.005512555,0.168422315,0.063535614,0.0,0.36164875,0.272338668,,,,
2,10,32,0.0,0.00172273,0.6875915,0.059872927,0.000868994,0.005575022,0.150653716,0.058597071,0.0,0.36264357,0.272829713,,,,
2,11,32,0.0,0.0016858329999999999,0.6849481,0.057105779,0.000865092,0.004860434,0.122803643,0.049991758,0.0,0.33258777,0.25184853,,,,
2,12,38,0.0,0.001985311,0.8093232,0.058150764,0.001019886,0.004875126,0.106227982,0.045282377,0.0,0.33128989,0.250457679,,,,
2,13,36,0.0,0.001910314,0.7658684,0.055676843,0.000964069,0.004277188,0.086358828,0.038856929,0.0,0.29334254,0.220554517,,,,
2,14,38,0.0,0.002128748,0.8130875,0.05440918,0.001032893,0.004049639,0.072053848,0.032801934,0.0,0.28169218,0.213369232,,,,
2,15,36,0.0,0.001921378,0.7734442,0.046652828,0.000974939,0.00346953,0.0567582,0.026893866,0.0,0.26916565,0.209037097,,,,
2,16,32,0.0,0.00177753,0.6907479,0.040611272,0.00087395,0.002985435,0.046044757,0.022246397,0.0,0.24935435,0.197575951,,,,
2,17,24,0.0,0.001493889,0.5153517,0.031624151,0.000821081,0.002265963,0.035432842,0.017413632,0.0,0.1804847,0.140894928,,,,
2,18,30,0.0,0.001787993,0.642445,0.030654419999999998,0.000828498,0.002378136,0.029595225,0.01392643,0.0,0.18849306,0.146821403,,,,
2,19,18,0.0,0.0009977,0.3835836,0.020425508000000002,0.000493828,0.001509374,0.02131449,0.009193901,0.0,0.11317533,0.087853006,,,,
2,20,12,0.0,0.0006497639999999999,0.258509,0.011964496000000002,0.000320065,0.0009481579999999999,0.012738198,0.005915679,0.0,0.07288623,0.056281133,,,,
2,21,8,0.0,0.000451521,0.1706075,0.009603399,0.000218557,0.000673762,0.009183611,0.004072626,0.0,0.04975081,0.03825369,,,,
2,22,4,0.0,0.00020061,0.0866639,0.006253084,0.000109258,0.000448951,0.007553971,0.002613582,0.0,0.028288960000000002,0.022045196,,,,
2,23,2,0.0,0.000101882,0.042377200000000004,0.002616276,5.4281000000000004e-05,0.000166183,0.002065363,0.000978787,0.0,0.01670179,0.013761522,,,,
2,24,4,0.0,0.000245213,0.0854889,0.0033344,0.000106892,0.000244134,0.001926329,0.000599687,0.0,0.02382342,0.019555314,,,,
3,0,1,0.000272474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
3,1,1,0.0,6.001e-05,0.0214062,0.0212923,4.4647e-05,0.005106913,0.26306449,0.077237517,0.0,0.354384,0.273738925,,,,
3,2,2,0.0,0.000128836,0.0429531,0.025074159999999998,5.363e-05,0.005171198,0.255779504,0.077068207,0.0,0.35397660000000003,0.272249839,,,,
3,3,4,0.0,0.00024176599999999998,0.084486,0.02685227,0.000110356,0.005259254,0.253350692,0.07619712,0.0,0.35983547,0.277474837,,,,
3,4,6,0.0,0.000345909,0.1283281,0.029417997,0.000161857,0.005331878,0.241376552,0.07593788,0.0,0.35517347000000005,0.271241747,,,,
3,5,8,0.0,0.000453894,0.1717556,0.03240825,0.000215051,0.005379611,0.22096649,0.074684934,0.0,0.34750786,0.262761305,,,,
3,6,16,0.0,0.000885219,0.3431082,0.044724675,0.000434862,0.005660313,0.203578849,0.073872891,0.0,0.36363211,0.272727869,,,,
3,7,16,0.0,0.00092207,0.3427504,0.050890849,0.000439094,0.005694132,0.186074886,0.073225186,0.0,0.34561319,0.255344976,,,,
3,8,26,0.0,0.001390635,0.5553834,0.062458137,0.000701792,0.006093421,0.174719258,0.070464965,0.0,0.37428510000000004,0.27743654,,,,
3,9,30,0.0,0.0017007980000000001,0.6418426,0.065864944,0.000810788,0.005766914,0.152666845,0.065041193,0.0,0.3649287,0.270454928,,,,
3,10,38,0.0,0.002152239,0.8111824,0.073545526,0.00102877,0.005920454,0.13730994,0.060898549,0.0,0.39093246,0.293267118,,,,
3,11,48,0.0,0.002408996,1.024009,0.079647133,0.001303678,0.006029046,0.120065548,0.053252663,0.0,0.40688727,0.308254855,,,,
3,12,56,0.0,0.002982427,1.1925833,0.076113072,0.001496224,0.005642653,0.095833271,0.043962518,0.0,0.39287828,0.29754884,,,,
3,13,48,0.0,0.002465319,1.0188424,0.067337658,0.001284626,0.00481325,0.078177269,0.035908357,0.0,0.3349356,0.254821959,,,,
3,14,48,0.0,0.002485888,1.0234681,0.056938638,0.001303846,0.004162021,0.056145124,0.025583164,0.0,0.2963251,0.227363607,,,,
3,15,40,0.0,0.002200295,0.8537905,0.042699697,0.001086491,0.003146944,0.037735353,0.0175625,0.0,0.23107104,0.177605534,,,,
3,16,26,0.0,0.001321307,0.5555497,0.029160253,0.000697528,0.002059392,0.024792754,0.010868337,0.0,0.15456715000000001,0.119987404,,,,
3,17,18,0.0,0.001121465,0.3832804,0.017089373,0.00048835,0.001252138,0.013192864,0.005889411,0.0,0.10312462,0.081288307,,,,
3,18,6,0.0,0.000317071,0.1292244,0.007871986,0.000162168,0.000522578,0.006706459,0.003603012,0.0,0.03762665,0.028297624,,,,
3,19,8,0.0,0.000412361,0.1715603,0.008284888,0.00021600500000000002,0.000534347,0.005066243,0.002588839,0.0,0.04395279,0.03397554,,,,
3,20,4,0.0,0.00021571,0.0865334,0.0035709410000000002,0.000106888,0.000246097,0.00195314,0.00123805,0.0,0.02121973,0.016361364,,,,
3,21,4,0.0,0.000208386,0.0889933,0.003160412,0.000109315,0.000218434,0.00139921,0.000647997,0.0,0.01980884,0.015421483,,,,
3,22,2,0.0,0.000113137,0.0444131,0.0013875290000000002,5.3666e-05,9.3747e-05,0.000365125,0.000139156,0.0,0.00920522,0.007337377,,,,
4,0,1,0.000281061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
4,1,1,0.0,4.9622e-05,0.0212707,0.0217094,5.1073000000000004e-05,0.005127564,0.263028785,0.077722032,0.0,0.353776,0.272651067,,,,
4,2,2,0.0,0.000186559,0.04287150000000001,0.02518091,5.8584e-05,0.005521557,0.250456454,0.077789407,0.0,0.3474786,0.265353831,,,,
4,3,4,0.0,0.00025385399999999997,0.08541209999999999,0.026880613999999997,0.00010944,0.005360387,0.245474558,0.077226793,0.0,0.3508882,0.267613724,,,,
4,4,6,0.0,0.000319261,0.1275319,0.032048323000000004,0.000165591,0.005388254,0.221038236,0.076534904,0.0,0.33596767,0.251238904,,,,
4,5,12,0.0,0.000661757,0.2551428,0.042920936,0.00033408200000000003,0.005658716,0.211040375,0.076935089,0.0,0.35300661,0.262753824,,,,
4,6,18,0.0,0.000961205,0.3820485,0.054284148,0.000490753,0.005890615,0.1934587,0.075440104,0.0,0.36387638,0.269754656,,,,
4,7,22,0.0,0.001090506,0.4709211,0.058351566,0.000596069,0.00591537,0.177930543,0.071425576,0.0,0.36469024,0.270133213,,,,
4,8,32,0.0,0.001685527,0.6857462,0.06512915700000001,0.000862797,0.005978926,0.162450184,0.06753985,0.0,0.38714419,0.287649841,,,,
4,9,50,0.0,0.002639963,1.0735402,0.076430489,0.001355143,0.006574072,0.149069789,0.062695249,0.0,0.44531557,0.334699916,,,,
4,10,46,0.0,0.002312669,0.9835971,0.066079605,0.001251852,0.005863027,0.125125263,0.054082882,0.0,0.39316736,0.295202191,,,,
4,11,50,0.0,0.002610194,1.0748779,0.070154611,0.001370141,0.00556784,0.108539792,0.047370383,0.0,0.38649537,0.292423589,,,,
4,12,38,0.0,0.0019166769999999999,0.8124335,0.058285611,0.001019391,0.004552288,0.083262177,0.037940527,0.0,0.29647951,0.222991578,,,,
4,13,38,0.0,0.001895722,0.8096388999999999,0.054266194,0.001015567,0.003810248,0.064227185,0.030235719,0.0,0.2688244,0.203167561,,,,
4,14,38,0.0,0.001923975,0.8073306,0.044364599,0.001023986,0.003401408,0.051275668,0.024633925,0.0,0.24831841,0.189265911,,,,
4,15,26,0.0,0.001309697,0.5503035,0.035510947,0.000735352,0.002569772,0.041237026,0.019724665,0.0,0.18254485,0.13886036,,,,
4,16,22,0.0,0.001167237,0.4705912,0.028628533,0.000744547,0.002076013,0.031346296,0.014053513,0.0,0.15071584999999998,0.115984571,,,,
4,17,26,0.0,0.001285136,0.554975,0.024944224,0.0007044800000000001,0.002052958,0.02158099,0.009143048,0.0,0.15392337,0.121543601,,,,
4,18,14,0.0,0.000753251,0.3056647,0.012418416,0.000381972,0.000935149,0.009455536,0.004652686,0.0,0.07559043,0.058003809,,,,
4,19,6,0.0,0.00029444,0.1264637,0.006357787,0.000161215,0.00046352,0.006216523,0.003032263,0.0,0.03591115,0.027449186,,,,
4,20,6,0.0,0.000328092,0.1271206,0.006376537,0.000163424,0.000446708,0.005131305,0.001876565,0.0,0.03347369,0.026308672,,,,
4,21,2,0.0,8.9232e-05,0.042183200000000004,0.001756027,5.2811e-05,0.000121032,0.00102452,0.000373308,0.0,0.010064739999999999,0.007830945,,,,
4,22,2,0.0,0.000107749,0.0421898,0.001095728,5.3964e-05,8.481500000000001e-05,0.000211399,8.8088e-05,0.0,0.0086636,0.006920971,,,,
5,0,1,0.000279046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
5,1,1,0.0,6.6594e-05,0.0211535,0.0221349,5.5834e-05,0.00507625,0.263527105,0.077408368,0.0,0.353808,0.273019201,,,,
5,2,2,0.0,0.000144328,0.0426255,0.0260949,5.5421e-05,0.005145227,0.248211806,0.077925251,0.0,0.34462519999999996,0.262378934,,,,
5,3,4,0.0,0.000246707,0.0852423,0.02809472,0.000109417,0.005299259,0.243562139,0.077741264,0.0,0.34914777,0.265203217,,,,
5,4,6,0.0,0.00034962999999999997,0.1262974,0.033222622,0.000162006,0.005282333,0.225278837,0.076060438,0.0,0.3391609,0.255132573,,,,
5,5,10,0.0,0.000542194,0.2121684,0.039680441999999996,0.000266438,0.005493734,0.208200301,0.075978506,0.0,0.34027382,0.252602788,,,,
5,6,18,0.0,0.000895123,0.3806735,0.051485191,0.000497058,0.005869293,0.193249583,0.07478008,0.0,0.36158802,0.267865138,,,,
5,7,30,0.0,0.00148483,0.6367181,0.063898688,0.000793185,0.006482652,0.177244727,0.071466883,0.0,0.39591983000000003,0.294897761,,,,
5,8,36,0.0,0.00177934,0.7649473,0.070254325,0.00095758,0.00630335,0.159413695,0.066909496,0.0,0.40123756,0.298651175,,,,
5,9,48,0.0,0.0023834249999999998,1.0102836,0.077675174,0.001269886,0.00643874,0.13930166,0.060570367,0.0,0.42566787,0.320419194,,,,
5,10,48,0.0,0.002340284,1.0155053,0.074408313,0.001290341,0.005856052,0.117983737,0.053913023,0.0,0.3952672,0.296625705,,,,
5,11,58,0.0,0.002807048,1.227546,0.077628956,0.001521751,0.005943365,0.105252427,0.046042076,0.0,0.4178798,0.318303909,,,,
5,12,58,0.0,0.002820066,1.2330254999999999,0.066026407,0.001522858,0.005274176,0.084857072,0.036205035,0.0,0.38150048000000003,0.293227459,,,,
5,13,28,0.0,0.001350013,0.595533,0.043682992999999996,0.000742693,0.003235603,0.060466358,0.027005452,0.0,0.21840114,0.165412229,,,,
5,14,28,0.0,0.001355933,0.5919415,0.037286145,0.000736912,0.002785838,0.048437373,0.021945627,0.0,0.1979127,0.150250567,,,,
5,15,26,0.0,0.001234358,0.5495685,0.033101796,0.000685268,0.002444075,0.039334173,0.018015167,0.0,0.1754649,0.133772553,,,,
5,16,28,0.0,0.001369659,0.5887349,0.030486228,0.000738435,0.002344922,0.032104893,0.013020514,0.0,0.17147502,0.133483916,,,,
5,17,10,0.0,0.000491489,0.21024379999999998,0.013721805,0.000264048,0.001029545,0.016239288,0.007722423,0.0,0.06991222999999999,0.053114856,,,,
5,18,8,0.0,0.000390359,0.1687272,0.011670001,0.000212472,0.000867126,0.013955232,0.005541329,0.0,0.05640394,0.043375015,,,,
5,19,6,0.0,0.000285577,0.1267229,0.0062403910000000005,0.000158416,0.000485777,0.006289688,0.003073994,0.0,0.0358445,0.027414794,,,,
5,20,4,0.0,0.000198511,0.0837899,0.0049125639999999995,0.000104126,0.000370529,0.005328286,0.002435661,0.0,0.02557086,0.019515996,,,,
5,21,2,0.0,0.000108352,0.042022699999999996,0.00381453,5.2593e-05,0.000238767,0.00381416,0.001412338,0.0,0.01476562,0.011467163,,,,
5,22,2,0.0,0.000100421,0.0422489,0.002087403,5.3077e-05,0.000121282,0.000956639,0.00047170000000000003,0.0,0.01028011,0.008005653,,,,
5,23,2,0.0,9.7282e-05,0.0427233,0.00159653,5.2189e-05,0.000111138,0.000715394,0.000246017,0.0,0.00992087,0.007851292,,,,
6,0,1,0.000279768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
6,1,1,0.0,9.7302e-05,0.0212785,0.0218386,6.7493e-05,0.005115576,0.264264717,0.077872153,0.0,0.35513,0.273866583,,,,
6,2,2,0.0,0.000158404,0.0427068,0.02542836,5.47e-05,0.005134552,0.242764506,0.077133587,0.0,0.338042,0.256597772,,,,
6,3,4,0.0,0.000228707,0.0837553,0.030700449999999997,0.000106814,0.005230858,0.227118829,0.076538245,0.0,0.3319119,0.249197248,,,,
6,4,8,0.0,0.000468923,0.1683718,0.038939339999999996,0.000217059,0.005427603,0.219839203,0.076453857,0.0,0.34339313,0.256998727,,,,
6,5,16,0.0,0.000770998,0.3372526,0.048908737,0.000423209,0.005779565,0.200807412,0.07524333,0.0,0.36028087,0.267909024,,,,
6,6,26,0.0,0.001274501,0.5488934,0.056189956,0.000686206,0.006096433,0.190243585,0.072504565,0.0,0.38968096,0.291478755,,,,
6,7,26,0.0,0.001281829,0.5486667,0.058061323,0.000691153,0.005738627,0.173025782,0.068384744,0.0,0.36938196,0.2751764,,,,
6,8,32,0.0,0.001546097,0.6796092,0.063333939,0.000848195,0.005841459,0.154027974,0.0649943,0.0,0.37668240000000003,0.280320895,,,,
6,9,40,0.0,0.001921919,0.8460699,0.073843245,0.001052595,0.005978161,0.138611639,0.058784164,0.0,0.38915321,0.292644452,,,,
6,10,46,0.0,0.002371327,0.9728412,0.071328603,0.001206897,0.005605358,0.11390069,0.050292045,0.0,0.37966681,0.286516288,,,,
6,11,46,0.0,0.0022161810000000002,0.9709441,0.066228619,0.001216606,0.00498222,0.094038774,0.043146626,0.0,0.34931259000000003,0.263382179,,,,
6,12,54,0.0,0.002671114,1.144075,0.064194235,0.00141855,0.004929028,0.078108713,0.035295437,0.0,0.35707578,0.272602619,,,,
6,13,46,0.0,0.002334119,0.9737464,0.051805088,0.001207316,0.003933895,0.061020624,0.026100413,0.0,0.29468548,0.227309229,,,,
6,14,28,0.0,0.001322811,0.5950381,0.033910649,0.000737304,0.002591168,0.039826894,0.017505464,0.0,0.18428461,0.141282489,,,,
6,15,18,0.0,0.000849697,0.3837657,0.023426483,0.00047757400000000003,0.001684729,0.026276236,0.013352244,0.0,0.12119698,0.091477572,,,,
6,16,16,0.0,0.000772818,0.3398892,0.022146528999999998,0.00042132300000000003,0.001530872,0.022145723,0.010601488,0.0,0.10783429,0.082336497,,,,
6,17,20,0.0,0.00094884,0.4243944,0.020072847,0.000523038,0.001439141,0.015483691,0.006808527,0.0,0.11238857,0.087649311,,,,
6,18,14,0.0,0.000704323,0.2976876,0.011990921,0.000369991,0.000856003,0.006798795,0.003229525,0.0,0.07194689,0.055951713,,,,
6,19,6,0.0,0.00031869900000000003,0.1286193,0.005854921,0.000157778,0.000375086,0.003354859,0.001588604,0.0,0.03095359,0.023935644,,,,
6,20,4,0.0,0.00018919800000000001,0.0859476,0.003010883,0.000104488,0.000210577,0.001268297,0.000622366,0.0,0.01909413,0.014983757,,,,
6,21,2,0.0,8.8904e-05,0.0425792,0.001572166,5.7468e-05,0.000110622,0.000823821,0.000297242,0.0,0.010025989999999999,0.007933417,,,,
7,0,1,0.00028229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
7,1,1,0.0,8.3007e-05,0.0209726,0.0216136,6.5109e-05,0.005038775,0.26259838,0.076572252,0.0,0.351985,0.272047735,,,,
7,2,2,0.0,0.000133073,0.0424714,0.02562141,5.3548e-05,0.005119553,0.245318579,0.076490337,0.0,0.34026619999999996,0.259460101,,,,
7,3,4,0.0,0.00020923,0.0841682,0.029965679999999998,0.000106285,0.005263524,0.236237823,0.07671289,0.0,0.34119636,0.258348291,,,,
7,4,8,0.0,0.000400049,0.1674783,0.037334847,0.000211361,0.005383792,0.217468634,0.075336386,0.0,0.34031792,0.255105324,,,,
7,5,14,0.0,0.0006991359999999999,0.2943473,0.044915674,0.000371821,0.0056188160000000004,0.203763954,0.074038921,0.0,0.35233914,0.263023304,,,,
7,6,22,0.0,0.001049314,0.46246560000000003,0.051489992,0.000583238,0.005878294,0.196345943,0.072596996,0.0,0.37859995,0.283901279,,,,
7,7,30,0.0,0.001499191,0.629937,0.059234594,0.000791905,0.006090744,0.181110317,0.068310306,0.0,0.39389926999999997,0.296632776,,,,
7,8,30,0.0,0.001544043,0.632246,0.054851379,0.000793495,0.005658147,0.161776773,0.062564689,0.0,0.36701738,0.275781722,,,,
7,9,24,0.0,0.001178587,0.5056134,0.055755121,0.000639702,0.005068231,0.143576927,0.058327888,0.0,0.32003254000000003,0.238103635,,,,
7,10,36,0.0,0.001745858,0.7581597,0.063561284,0.000947801,0.005455509,0.134279374,0.054696241,0.0,0.36139198,0.272708896,,,,
7,11,48,0.0,0.002366261,1.0102441,0.06673633,0.001257798,0.005498095,0.114082236,0.046613678,0.0,0.38398195,0.29354504,,,,
7,12,34,0.0,0.001641691,0.7171687,0.049716979,0.000894835,0.00416828,0.089512968,0.037679683,0.0,0.28392702,0.214977585,,,,
7,13,28,0.0,0.001328787,0.5890737,0.043791098,0.000737902,0.003459001,0.072982205,0.031939412,0.0,0.23440767,0.176573612,,,,
7,14,34,0.0,0.001638892,0.713947,0.045446722,0.000894543,0.003487787,0.06276108,0.027635653,0.0,0.24532225,0.187073365,,,,
7,15,22,0.0,0.001073327,0.4621322,0.033552751,0.000575869,0.002543601,0.048878832,0.022376821,0.0,0.17248058,0.130011808,,,,
7,16,20,0.0,0.000919475,0.4212586,0.030284725,0.000528211,0.002258384,0.039290334,0.018997632,0.0,0.15264293,0.115079821,,,,
7,17,26,0.0,0.001244032,0.5468965,0.033296961,0.000683535,0.002253769,0.031176712,0.015546098,0.0,0.1647456,0.126004018,,,,
7,18,24,0.0,0.001167329,0.5051191,0.027938421,0.000629653,0.00196247,0.024175499,0.011784941,0.0,0.14462259,0.110632184,,,,
