tree,depth,nodes,Selecting Bootstrapped Samples,Initialization of FindBestCondOblique,SampleProjection,ApplyProjection,Bucket Allocation & Initialization=0,Filling & Finalizing the Buckets,SortFeature,ScanSplits,Post-processing after Training all Trees,EvaluateProjection,FillExampleBucketSet (next 3 calls),,  ,Parameter,Value
5,1,1,0.0,4.299e-05,0.00102411,0.0211459,2.9161e-05,0.004981453,0.262442457,0.076440452,0.0,0.348704,0.268876317,,,,
5,2,2,0.0,0.000109983,0.002431386,0.0296236,6.2401e-05,0.006880443,0.346848118,0.113264589,0.0,0.47748561,0.3586793,,,,
5,3,4,0.0,0.000381079,0.006956801,0.043807761,0.000159984,0.008912277,0.39636397,0.145800383,0.0,0.58000504,0.421612001,,,,
5,4,8,0.0,0.000519607,0.010450961,0.050148567,0.000283573,0.008773042,0.369411064,0.139093322,0.0,0.54741547,0.394269803,,,,
5,5,10,0.0,0.00099159,0.018585001,0.057685613000000004,0.000389432,0.009762913,0.409491019,0.155177752,0.0,0.61173609,0.439389953,,,,
5,6,14,0.0,0.001230982,0.017710530000000002,0.057038200000000004,0.000518349,0.010336422,0.433492668,0.163112111,0.0,0.65731798,0.472137068,,,,
5,7,14,0.0,0.000979219,0.015980798,0.04696033,0.000484932,0.006909834,0.269740878,0.100010518,0.0,0.41969989,0.300702924,,,,
5,8,22,0.0,0.0011753570000000001,0.017851134,0.047389034999999996,0.000609535,0.007723547,0.299797993,0.109897387,0.0,0.47283637,0.338830332,,,,
5,9,20,0.0,0.00097463,0.015788473,0.038846547,0.000534507,0.006110157,0.228972954,0.085802701,0.0,0.36689963,0.260827469,,,,
5,10,16,0.0,0.000746142,0.011067417,0.034208158,0.000420738,0.004678612,0.169505092,0.059671914,0.0,0.26884247,0.193375696,,,,
5,11,22,0.0,0.000991132,0.014725362,0.038866816,0.0005747700000000001,0.004734465,0.152851683,0.056697249,0.0,0.26097718,0.183619327,,,,
5,12,18,0.0,0.000882041,0.014530847,0.041135875,0.000509869,0.005308869,0.174281183,0.072202864,0.0,0.29433283,0.203180739,,,,
5,13,30,0.0,0.00150827,0.026545918,0.050743455,0.000830704,0.005087368,0.137087547,0.057862983,0.0,0.26740785,0.180360184,,,,
5,14,22,0.0,0.001671674,0.026122566,0.05805258,0.000754301,0.005649722,0.155951756,0.072403902,0.0,0.29786758,0.198635408,,,,
5,15,24,0.0,0.001783406,0.027148653000000002,0.053581855,0.000805977,0.004896669,0.123008229,0.057765677,0.0,0.25840795,0.169404842,,,,
5,16,32,0.0,0.002087568,0.033507298,0.066636558,0.001065081,0.005554964,0.124841844,0.062698889,0.0,0.2814599,0.180855295,,,,
5,17,36,0.0,0.00259954,0.040813859,0.06521271,0.001270474,0.005253445,0.099710685,0.050323978,0.0,0.26134114,0.166305958,,,,
5,18,36,0.0,0.00227665,0.037407927,0.050595131,0.001193211,0.004312211,0.070163318,0.035630753,0.0,0.21185435,0.133014528,,,,
5,19,34,0.0,0.002073931,0.029819019,0.038623242,0.001017224,0.003046016,0.043747031,0.022484901,0.0,0.15075087,0.093901892,,,,
5,20,36,0.0,0.00177575,0.025180428,0.033859107,0.000943948,0.00277667,0.034567625,0.016912804,0.0,0.12817197,0.079875046,,,,
5,21,30,0.0,0.001542657,0.023476662,0.026182437,0.000838314,0.002164265,0.024876252,0.013072225,0.0,0.10675126,0.065692987,,,,
5,22,18,0.0,0.001304279,0.019226998,0.020682054000000002,0.000613475,0.001637067,0.019552891,0.010673612,0.0,0.08246289,0.050674328,,,,
5,23,12,0.0,0.000775493,0.011808823999999999,0.012805204,0.000505923,0.000949101,0.010425968,0.005279225,0.0,0.04790096,0.02942554,,,,
5,24,6,0.0,0.000370663,0.00594085,0.005253224000000001,0.000193031,0.000464682,0.004647577,0.002455513,0.0,0.02254832,0.013847628,,,,
5,25,2,0.0,0.00032333199999999996,0.0048282099999999994,0.003698605,0.000120611,0.000302437,0.00348316,0.001053833,0.0,0.01446622,0.009537698,,,,
6,0,1,0.000284029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
6,1,1,0.0,4.5918e-05,0.00125437,0.0208737,2.8704e-05,0.005035288,0.263436764,0.077079076,0.0,0.350593,0.270089171,,,,
6,2,2,0.0,0.00011213,0.003503809,0.03429373,7.1664e-05,0.007690959,0.395013914,0.136545366,0.0,0.5491525,0.406823748,,,,
6,3,4,0.0,0.000209952,0.003687023,0.028965739999999997,0.000112431,0.005787504,0.284469608,0.08999803,0.0,0.3921642,0.295758378,,,,
6,4,8,0.0,0.000536873,0.008941315,0.033598307,0.000269808,0.005543267,0.24721317,0.079991833,0.0,0.35746271999999996,0.265836201,,,,
6,5,12,0.0,0.000966002,0.014871289,0.041575243,0.000432909,0.006612715,0.276448858,0.094241559,0.0,0.41554420999999997,0.304181818,,,,
6,6,16,0.0,0.001313274,0.018798096,0.049546796000000004,0.000530727,0.008192784,0.31749705,0.124314188,0.0,0.4971237,0.351864923,,,,
6,7,12,0.0,0.00091627,0.014493772,0.049105844,0.000397488,0.007974333,0.302498351,0.124496887,0.0,0.47431587000000003,0.333230238,,,,
6,8,22,0.0,0.001349948,0.024706434,0.067834729,0.000710371,0.008559431,0.28701838,0.124107504,0.0,0.48302799999999996,0.33168609,,,,
6,9,28,0.0,0.002078261,0.033472734999999997,0.07003061,0.001015459,0.008269468,0.249625483,0.109108104,0.0,0.4518902,0.306842059,,,,
6,10,26,0.0,0.002311849,0.033488497,0.067507316,0.000981042,0.007387636,0.211064077,0.094144414,0.0,0.39897690999999996,0.268031302,,,,
6,11,32,0.0,0.002727941,0.041933769,0.077013888,0.001249253,0.007523431,0.19867906,0.091573331,0.0,0.40560619000000003,0.269037051,,,,
6,12,44,0.0,0.00446375,0.0666954,0.10212921999999999,0.00187367,0.009424294,0.213210573,0.107667536,0.0,0.4954673,0.319548242,,,,
6,13,42,0.0,0.003810286,0.062761825,0.092530008,0.001782759,0.007673916,0.156131319,0.081674517,0.0,0.40862555,0.26015665,,,,
6,14,38,0.0,0.003249789,0.050625405,0.08506052,0.001502631,0.006531055,0.124096304,0.06528178,0.0,0.32307342,0.20522647,,,,
6,15,46,0.0,0.00375031,0.05827267,0.076591035,0.001764739,0.005865182,0.092385825,0.046205108,0.0,0.28827187,0.182855992,,,,
6,16,50,0.0,0.004328665,0.066104877,0.066882568,0.002022764,0.005423186,0.068831297,0.034630623,0.0,0.27573713,0.173286383,,,,
6,17,42,0.0,0.003130783,0.048330997,0.044028381,0.001545928,0.003719485,0.039794461,0.019637,0.0,0.18787498,0.11612727,,,,
6,18,26,0.0,0.002086794,0.03166036,0.025293494,0.001046282,0.002228949,0.019589045,0.009429136,0.0,0.11220904,0.069276123,,,,
6,19,14,0.0,0.001070863,0.015764495,0.011708098,0.000511911,0.00107955,0.009687562,0.004261494,0.0,0.055421000000000005,0.034466028,,,,
6,20,10,0.0,0.000403955,0.00614765,0.005705192,0.000261707,0.000600835,0.005638343,0.001730736,0.0,0.02769294,0.017749223,,,,
7,0,1,0.000283008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
7,1,1,0.0,4.9405e-05,0.00123361,0.0212193,2.8963e-05,0.004994571,0.261825368,0.076348459,0.0,0.348053,0.268344554,,,,
7,2,2,0.0,0.00013666699999999998,0.002362023,0.027361919999999998,6.2898e-05,0.006432803,0.317945505,0.100763147,0.0,0.43334467,0.327739903,,,,
7,3,4,0.0,0.000377238,0.005231085999999999,0.03089812,0.000130932,0.006363145,0.29009996,0.097509753,0.0,0.41170197999999997,0.305363886,,,,
7,4,6,0.0,0.000434229,0.007103217,0.032248897,0.00019689300000000001,0.005568894,0.241614373,0.07902161,0.0,0.35003826000000005,0.260318711,,,,
7,5,8,0.0,0.0006188470000000001,0.011272026000000001,0.04010384,0.000297001,0.006357802,0.254874508,0.094717535,0.0,0.38963947,0.280051717,,,,
7,6,16,0.0,0.001335282,0.020902049,0.056156988,0.00060353,0.0066952,0.229995416,0.088523842,0.0,0.3898299,0.27348501,,,,
7,7,24,0.0,0.001463024,0.025752432000000002,0.059990227,0.000792187,0.006578534,0.204534343,0.081301049,0.0,0.36844659,0.254623446,,,,
7,8,32,0.0,0.002104973,0.029778158,0.066148841,0.000986514,0.006570751,0.188689699,0.076856277,0.0,0.35525199,0.242560932,,,,
7,9,34,0.0,0.0021353879999999998,0.03612145,0.068740995,0.001086251,0.008601004,0.26722383,0.113867994,0.0,0.48272123000000006,0.328736271,,,,
7,10,30,0.0,0.001862405,0.02755567,0.059168287,0.0008601430000000001,0.007977197,0.252330048,0.109695099,0.0,0.44507221,0.303008865,,,,
7,11,28,0.0,0.002291328,0.039396627,0.067447326,0.001006497,0.008088646,0.250873347,0.114464187,0.0,0.46781945,0.313755097,,,,
7,12,32,0.0,0.002613806,0.040788603,0.069165434,0.001214082,0.007288849,0.19400416,0.089029732,0.0,0.40207866000000003,0.265703854,,,,
7,13,30,0.0,0.001945956,0.026621386,0.050258503,0.000893482,0.004888275,0.117398667,0.052484367,0.0,0.25616666,0.169261367,,,,
7,14,28,0.0,0.0015349159999999999,0.024333002,0.047860894,0.000832889,0.004062261,0.087938987,0.040134387,0.0,0.20314172,0.132680985,,,,
7,15,44,0.0,0.002866337,0.042508305,0.05932559,0.001424737,0.004846381,0.081651777,0.034623743,0.0,0.24113304,0.156460277,,,,
7,16,36,0.0,0.002175935,0.036562295,0.050496574,0.001168088,0.003928853,0.065988403,0.033862187,0.0,0.20445718,0.128216521,,,,
7,17,26,0.0,0.001536308,0.023092109,0.035379693,0.000794438,0.002653188,0.042593971,0.021790787,0.0,0.1356834,0.085049715,,,,
