tree,depth,Selecting Bootstrapped Samples,Initialization of FindBestCondOblique,SampleProjection,ApplyProjection,Bucket Allocation & Initialization=0,Filling & Finalizing the Buckets,SortFeature,ScanSplits,Post-processing after Training all Trees,EvaluateProjection,FillExampleBucketSet (next 3 calls),,  ,Parameter,Value
2,6,0.0,0.002783179,0.044162139,0.080630495,0.001248786,0.009032577,0.277268552,0.126419149,0.0,0.5433565,0.36209137,,,,
2,7,0.0,0.003520988,0.058660744,0.094690284,0.001626302,0.010975386,0.322036566,0.151730323,0.0,0.6556488100000001,0.433586837,,,,
2,8,0.0,0.002568202,0.043984192,0.066417435,0.001171054,0.006723413,0.191048806,0.081616637,0.0,0.38992951000000003,0.2623758,,,,
2,9,0.0,0.002380091,0.041906236,0.063747385,0.001172483,0.00628741,0.16761541,0.069382797,0.0,0.35469288,0.239275361,,,,
2,10,0.0,0.002036092,0.034028296,0.057393028,0.001113248,0.005724861,0.143363334,0.066835686,0.0,0.32257082,0.211987165,,,,
2,11,0.0,0.002172333,0.036503148,0.056411821,0.001106636,0.005444045,0.131103275,0.061874416,0.0,0.30594737,0.199454366,,,,
2,12,0.0,0.003017351,0.045156048,0.055711574,0.001406219,0.005351929,0.110239841,0.050718288,0.0,0.29999035,0.195282024,,,,
2,13,0.0,0.002524714,0.043644445,0.057182064,0.001347364,0.005775056,0.12488402,0.061519388,0.0,0.31736555,0.204820066,,,,
2,14,0.0,0.001350931,0.022635028,0.046701989,0.000719713,0.004129232,0.095915313,0.052287133,0.0,0.21180022,0.134205546,,,,
2,15,0.0,0.001620114,0.026373438,0.047603288,0.000833433,0.003965535,0.082641754,0.049268616,0.0,0.20210348,0.125008679,,,,
2,16,0.0,0.002084431,0.032816684,0.050555617000000004,0.001031446,0.003968968,0.071296714,0.043396534,0.0,0.20396992,0.125516825,,,,
2,17,0.0,0.002191007,0.033848134,0.042789826,0.001047725,0.003352555,0.05360017,0.030675039,0.0,0.17458364,0.10822966,,,,
2,18,0.0,0.002310127,0.036666633000000004,0.037287599,0.001066974,0.003000793,0.04118961,0.023226661,0.0,0.15959247,0.097556202,,,,
2,19,0.0,0.002046968,0.032140832,0.030191513000000003,0.000954724,0.002533391,0.032320931,0.014546583,0.0,0.13126363,0.084219468,,,,
2,20,0.0,0.00118964,0.019575531,0.015311827,0.000565614,0.001310631,0.013982034,0.008629936,0.0,0.07121936000000001,0.04350241,,,,
2,21,0.0,0.000705876,0.010517488,0.010845967,0.00033753,0.000850703,0.01030041,0.005623473,0.0,0.042010900000000004,0.026054372,,,,
2,22,0.0,0.000300268,0.00477364,0.00453121,0.000141645,0.000325398,0.003749725,0.002244362,0.0,0.01684159,0.010439142,,,,
2,23,0.0,0.00029784099999999997,0.00473496,0.00266446,0.000130259,0.000218727,0.001047815,0.000948906,0.0,0.0126928,0.007569028,,,,
2,24,0.0,0.00029938,0.00461767,0.001990443,0.000130917,0.000201752,0.000608226,0.000318402,0.0,0.01135756,0.006948411,,,,
3,0,0.000683971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
3,1,0.0,0.000143153,0.00352363,0.0397993,5.7288e-05,0.009804195,0.499971153,0.175404872,0.0,0.696978,0.515295134,,,,
3,2,0.0,0.00030258499999999996,0.007513133,0.04322964,9.4816e-05,0.009988541,0.45479507,0.169801962,0.0,0.653216,0.473646353,,,,
3,3,0.0,0.00042386400000000003,0.005085091,0.03211307,0.000143289,0.005406804,0.238549515,0.080241768,0.0,0.3448042,0.255007955,,,,
3,4,0.0,0.000811148,0.01582573,0.04604419,0.000385138,0.007423782,0.295087835,0.111787845,0.0,0.45522311,0.325447328,,,,
3,5,0.0,0.001698747,0.023576506,0.046052797,0.000691209,0.006149731,0.224682676,0.077280039,0.0,0.37334782,0.269239456,,,,
3,6,0.0,0.001919958,0.032613628,0.067096597,0.000925244,0.011072569,0.402284923,0.163537998,0.0,0.65997868,0.46057388,,,,
3,7,0.0,0.001998837,0.030171121,0.069111562,0.000878405,0.008446878,0.277791926,0.114027923,0.0,0.48031714999999997,0.333600972,,,,
3,8,0.0,0.001834869,0.030021979,0.071559274,0.000825491,0.007132621,0.223869244,0.093334583,0.0,0.39868370000000003,0.273809065,,,,
3,9,0.0,0.002545003,0.040973858,0.071792866,0.001085172,0.006931971,0.199959556,0.07859926,0.0,0.38485624,0.263961428,,,,
3,10,0.0,0.002733549,0.041126917,0.065083152,0.001156487,0.006259359,0.167071929,0.070407812,0.0,0.34545418,0.233062451,,,,
3,11,0.0,0.0027236359999999998,0.043661576,0.067941424,0.001261072,0.006119628,0.148366345,0.06451598,0.0,0.32740612,0.216644839,,,,
3,12,0.0,0.003383042,0.059387786,0.075612821,0.00158807,0.006713599,0.142767249,0.064242471,0.0,0.35677689,0.232790338,,,,
3,13,0.0,0.00364636,0.053338586,0.059611536,0.001553932,0.005674472,0.110257229,0.044330903,0.0,0.29493701,0.194710376,,,,
3,14,0.0,0.002338128,0.033889138,0.038750483,0.001094194,0.003982474,0.079026505,0.034450604,0.0,0.2084545,0.135925126,,,,
3,15,0.0,0.001828414,0.025446092,0.037740745,0.000819666,0.003468901,0.074920297,0.031124303,0.0,0.17563593,0.116634192,,,,
3,16,0.0,0.001251132,0.017292281,0.029615643,0.000579244,0.002583587,0.05587821,0.025354992,0.0,0.13212496,0.086518746,,,,
3,17,0.0,0.000672072,0.011411059,0.02442364,0.000398862,0.001977778,0.042011639,0.01980456,0.0,0.0962886,0.062621179,,,,
3,18,0.0,0.0012131989999999999,0.018913865000000002,0.027485557,0.000602006,0.002274776,0.038583283,0.019552342,0.0,0.11512655,0.072285154,,,,
3,19,0.0,0.001579699,0.02159945,0.027087146,0.000684163,0.002125333,0.032081202,0.017693431,0.0,0.11698343,0.072588132,,,,
3,20,0.0,0.0015700010000000001,0.025403064,0.025964154,0.000839357,0.002139679,0.025452801,0.014636621,0.0,0.11387236,0.069826412,,,,
3,21,0.0,0.001737554,0.025202481,0.022938298,0.000798742,0.001890112,0.020003103,0.009352603,0.0,0.09786013,0.061123342,,,,
3,22,0.0,0.001073594,0.013720044,0.013661687,0.000492195,0.001232556,0.013322798,0.004982855,0.0,0.062306759999999996,0.039754392,,,,
3,23,0.0,0.000277335,0.003993988,0.003735295,0.000159084,0.000381946,0.002772986,0.00131922,0.0,0.01690969,0.010257668,,,,
3,24,0.0,0.000166217,0.002491685,0.00201844,0.00010311000000000001,0.000209822,0.001244819,0.000567749,0.0,0.01001408,0.006106799,,,,
3,25,0.0,7.5156e-05,0.001181628,0.0006372039999999999,5.2404e-05,8.1845e-05,0.00024187000000000001,9.6434e-05,0.0,0.00429506,0.002591194,,,,
4,0,0.000688639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
4,1,0.0,0.000143561,0.00329097,0.0390923,5.7948e-05,0.009937449,0.484587409,0.186468726,0.0,0.695294,0.501527002,,,,
4,2,0.0,0.000104977,0.0018995129999999998,0.023476610000000002,5.3882000000000004e-05,0.005119312,0.246978945,0.07587187199999999,0.0,0.3350049,0.25482811,,,,
4,3,0.0,0.000216916,0.003119421,0.027447170000000003,0.000110031,0.00522514,0.239107726,0.07573236,0.0,0.33143900000000004,0.249598285,,,,
4,4,0.0,0.000342056,0.008076998,0.04363264,0.000238315,0.008497891,0.363912554,0.144165757,0.0,0.54345022,0.386458261,,,,
4,5,0.0,0.000875983,0.01339903,0.042081581,0.000463274,0.005880172,0.231269951,0.079529941,0.0,0.36311227,0.263287096,,,,
4,6,0.0,0.001312988,0.02453595,0.072360897,0.000810515,0.011669988,0.450186013,0.198620379,0.0,0.7497566999999999,0.512962553,,,,
4,7,0.0,0.001419517,0.025940833,0.06790824300000001,0.000680824,0.011161768,0.434183611,0.195631935,0.0,0.72138904,0.490477352,,,,
4,8,0.0,0.001757081,0.030794524,0.059626398,0.00081369,0.008856871,0.308689005,0.136902039,0.0,0.54014485,0.367723511,,,,
4,9,0.0,0.001165726,0.01716558,0.041090637,0.000610085,0.005203506,0.168967148,0.063057337,0.0,0.29007915,0.203711981,,,,
4,10,0.0,0.000973759,0.017595326,0.0490268,0.000586869,0.005764857,0.178989229,0.078928719,0.0,0.32401059,0.22041993,,,,
4,11,0.0,0.001625762,0.029061091,0.061901584,0.000926017,0.00693722,0.198924578,0.094178273,0.0,0.38671832,0.255932157,,,,
4,12,0.0,0.002420902,0.041272137,0.068390226,0.001426934,0.006777017,0.156511668,0.070603093,0.0,0.3660635,0.240684584,,,,
4,13,0.0,0.00183251,0.029595585,0.053088333,0.001044971,0.00505538,0.118609793,0.056097432,0.0,0.27541423,0.179525291,,,,
4,14,0.0,0.001334033,0.021224359,0.041683643,0.000683226,0.003974068,0.096578626,0.045017025,0.0,0.20853313,0.136499639,,,,
4,15,0.0,0.0017063,0.020964766,0.038629939,0.00079025,0.003533065,0.07911695,0.034232191,0.0,0.18138637,0.119731725,,,,
4,16,0.0,0.001234985,0.019182921000000002,0.028717714,0.000733087,0.002969154,0.065330972,0.028283604,0.0,0.15443638999999998,0.101636427,,,,
4,17,0.0,0.001211301,0.020282294,0.027817477,0.000710106,0.002777872,0.058165886,0.024530093,0.0,0.14233690999999998,0.094000573,,,,
4,18,0.0,0.000769951,0.012057942,0.021648022,0.000474875,0.0021224770000000002,0.046824822,0.020088323,0.0,0.10709146,0.070499904,,,,
4,19,0.0,0.000843416,0.012980321,0.020570714,0.00052978,0.001997343,0.041005731,0.016794442,0.0,0.10091636,0.066508448,,,,
4,20,0.0,0.000589606,0.011410956,0.020157091,0.000392566,0.002518196,0.06817878,0.038322847,0.0,0.14931973,0.094554723,,,,
4,21,0.0,0.000821028,0.015742509,0.019850699,0.000434748,0.002348366,0.052690742,0.029474714,0.0,0.12742287,0.079185314,,,,
4,22,0.0,0.000534479,0.009419997,0.018567702,0.000280977,0.001559469,0.036287949,0.020634407,0.0,0.08939112,0.055860622,,,,
4,23,0.0,0.000484853,0.008475555,0.013359425,0.000265291,0.001075945,0.022467696,0.012158686,0.0,0.05948089,0.037217655,,,,
4,24,0.0,0.000565146,0.009030862,0.012837161,0.000299053,0.00104454,0.019438168,0.010751711,0.0,0.05820687,0.035939703,,,,
4,25,0.0,0.000743794,0.012001863,0.01363992,0.000366333,0.00106946,0.01576395,0.00800419,0.0,0.05790966,0.036156634,,,,
4,26,0.0,0.000627243,0.009608186,0.010313134,0.000341246,0.000917481,0.010922517,0.005073186,0.0,0.04567159,0.028706887,,,,
4,27,0.0,0.000312219,0.005225078,0.00636557,0.000209999,0.000541979,0.006109231,0.002990437,0.0,0.02593718,0.015983079,,,,
4,28,0.0,0.000254265,0.003811694,0.004307044,0.000156662,0.000382434,0.003858015,0.001723007,0.0,0.01794829,0.011232276,,,,
4,29,0.0,8.3163e-05,0.0013447889999999999,0.001837741,5.3141e-05,0.000143739,0.001525014,0.000880787,0.0,0.006723679999999999,0.004036841,,,,
4,30,0.0,0.000155521,0.0024974949999999997,0.002110274,0.000106631,0.000203322,0.001166448,0.000562032,0.0,0.01007198,0.006090233,,,,
4,31,0.0,8.1023e-05,0.001181522,0.000620006,5.5069000000000004e-05,8.3557e-05,0.000236481,0.000106017,0.0,0.004322339999999999,0.002613199,,,,
5,0,0.000274315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
5,1,0.0,4.4263e-05,0.00102047,0.0212162,2.8835e-05,0.00499786,0.262327315,0.076419912,0.0,0.348559,0.268784717,,,,
5,2,0.0,9.974800000000001e-05,0.002116176,0.026409000000000002,6.1689e-05,0.005646473,0.262856393,0.087494734,0.0,0.365325,0.2731171,,,,
5,3,0.0,0.000489878,0.01237692,0.06026032,0.000225551,0.010934901,0.456527598,0.190188509,0.0,0.6998888000000001,0.490789762,,,,
5,4,0.0,0.000967903,0.017522515,0.06969325,0.000390174,0.01075445,0.407973307,0.175013493,0.0,0.6591832000000001,0.455007728,,,,
5,5,0.0,0.001848952,0.036555700999999996,0.099351641,0.000817241,0.013155465,0.438243372,0.20331718,0.0,0.7765182700000001,0.523228305,,,,
5,6,0.0,0.003075441,0.048201559,0.104401237,0.001206147,0.010827687,0.296858083,0.142123886,0.0,0.6127603,0.403735575,,,,
5,7,0.0,0.003632426,0.060389199,0.116021469,0.00170285,0.010544532,0.267686049,0.132556136,0.0,0.61139472,0.397507899,,,,
5,8,0.0,0.005362231,0.088575896,0.122366717,0.002497564,0.011724223,0.239547097,0.11921331,0.0,0.64951959,0.41640879,,,,
5,9,0.0,0.00505772,0.081582937,0.113782289,0.002332101,0.009996635,0.199763157,0.097342196,0.0,0.57019035,0.365769992,,,,
5,10,0.0,0.004363738,0.070463112,0.097209879,0.002017714,0.007723796,0.14452102,0.076109345,0.0,0.4388303,0.278640249,,,,
5,11,0.0,0.004208414,0.068264751,0.08884383900000001,0.001919035,0.006731081,0.11726197,0.064655679,0.0,0.39953384000000003,0.251171878,,,,
5,12,0.0,0.0040622620000000005,0.063796099,0.078280393,0.0018571009999999999,0.006150847,0.09790306,0.050409852,0.0,0.34604203,0.216801887,,,,
5,13,0.0,0.003360836,0.0515841,0.059320048,0.001558274,0.004507178,0.064701027,0.03636601,0.0,0.26088907,0.160187117,,,,
5,14,0.0,0.003231883,0.051599632,0.049224292,0.001589276,0.004039354,0.048354745,0.02593072,0.0,0.22886707,0.141573684,,,,
5,15,0.0,0.00313895,0.046934881,0.037934182,0.001377778,0.003277966,0.034242609,0.014837655,0.0,0.18546233,0.116727479,,,,
5,16,0.0,0.000785464,0.01279029,0.013155664000000001,0.000440201,0.001200558,0.012820551,0.005842207,0.0,0.05778574,0.035807593,,,,
5,17,0.0,0.000405922,0.006502842,0.007528461,0.000261182,0.000659117,0.00738322,0.002820899,0.0,0.031108249999999997,0.019759253,,,,
5,18,0.0,0.000167488,0.002630383,0.002240609,0.000104134,0.000201428,0.00131892,0.000464244,0.0,0.00994604,0.006118938,,,,
6,0,0.000287375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
6,1,0.0,5.8819e-05,0.00140469,0.0225276,5.1981e-05,0.0054361950000000004,0.279900895,0.084098233,0.0,0.374705,0.287065511,,,,
6,2,0.0,0.000232996,0.007297359999999999,0.056077010000000004,0.00012198,0.013281686000000001,0.602229649,0.230219513,0.0,0.8746871,0.630440253,,,,
6,3,0.0,0.000579711,0.01008051,0.04618876,0.00020512499999999999,0.008211978,0.323057849,0.125527634,0.0,0.49625980000000003,0.352551663,,,,
6,4,0.0,0.001109872,0.020610306000000002,0.068429046,0.00044678999999999997,0.009955965,0.38434247,0.157789792,0.0,0.62095902,0.434301065,,,,
6,5,0.0,0.001553826,0.022878471,0.07110118,0.000552273,0.009764834,0.366616822,0.15095871,0.0,0.61195287,0.425700268,,,,
6,6,0.0,0.002397499,0.039803776,0.075422015,0.001077596,0.009350866,0.300496546,0.125634525,0.0,0.56418007,0.38576448,,,,
6,7,0.0,0.0029488970000000002,0.049590965,0.086635773,0.001332789,0.011073611,0.357312342,0.156172581,0.0,0.67434867,0.455491867,,,,
6,8,0.0,0.003575806,0.056605154,0.08963694,0.001586173,0.012092014,0.370484942,0.163078162,0.0,0.72246776,0.486775518,,,,
6,9,0.0,0.003012437,0.04889256,0.08428582899999999,0.001276648,0.010005402,0.312135149,0.140682747,0.0,0.60712344,0.409233483,,,,
6,10,0.0,0.001469126,0.027307942,0.065588844,0.000687721,0.008408033,0.269683468,0.125707721,0.0,0.49221061,0.328368812,,,,
6,11,0.0,0.001666802,0.030360485,0.071725249,0.00085922,0.007029568,0.193921609,0.092394098,0.0,0.38722497,0.254926558,,,,
6,12,0.0,0.002316573,0.037777104,0.079542425,0.0012274060000000001,0.007225805,0.170645867,0.086056647,0.0,0.38836673,0.250150413,,,,
6,13,0.0,0.002892586,0.046022638,0.083285745,0.001460177,0.007196475,0.158272963,0.082827508,0.0,0.38524427,0.245762306,,,,
6,14,0.0,0.003208472,0.05365995,0.087002474,0.001696189,0.006774414,0.124558964,0.065831684,0.0,0.35194225,0.221433366,,,,
6,15,0.0,0.003094437,0.054029344,0.068230272,0.001700138,0.005485014,0.084652097,0.047798874,0.0,0.30486793,0.188655488,,,,
6,16,0.0,0.003027681,0.044184474,0.054392515,0.001375443,0.004064947,0.056377836,0.032608604,0.0,0.21994228,0.134790722,,,,
6,17,0.0,0.003846208,0.059567112,0.049866189,0.001890462,0.004205108,0.040128963,0.020034669,0.0,0.23438594000000001,0.144633027,,,,
6,18,0.0,0.001665904,0.026145491,0.019917705,0.000817214,0.001736877,0.014848115,0.007917577,0.0,0.09536456,0.058836607,,,,
6,19,0.0,0.000731474,0.011832786999999999,0.008573879,0.000355579,0.000736986,0.00625128,0.003470719,0.0,0.04229599,0.025930797,,,,
6,20,0.0,0.000530311,0.008182458,0.004869803,0.000281762,0.000506731,0.002584281,0.001298736,0.0,0.02632511,0.016014183,,,,
6,21,0.0,0.000360807,0.0050517800000000005,0.002216367,0.000127212,0.000190639,0.000410614,0.000207,0.0,0.01085492,0.006686107,,,,
7,0,0.000285532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
7,1,0.0,5.3515e-05,0.00181467,0.0246324,6.0308e-05,0.005982964,0.302276931,0.093128044,0.0,0.4073,0.310188008,,,,
7,2,0.0,0.00013942700000000002,0.001921537,0.02382439,5.5765e-05,0.005174535,0.255037484,0.076120675,0.0,0.3434207,0.262968693,,,,
7,3,0.0,0.000333417,0.003718763,0.027746256,0.000113652,0.005615051,0.269958224,0.08360829,0.0,0.37080467,0.280911396,,,,
7,4,0.0,0.000406488,0.0062416500000000005,0.0303559,0.000211213,0.005562122,0.246867615,0.079853299,0.0,0.35219726,0.262645194,,,,
7,5,0.0,0.000928075,0.017283358,0.06282901199999999,0.000464347,0.009112615,0.344601628,0.137658471,0.0,0.54705779,0.386088842,,,,
7,6,0.0,0.001661479,0.025802496,0.069916262,0.000684617,0.007503647,0.252435957,0.103464518,0.0,0.44672456,0.30805535,,,,
7,7,0.0,0.002013114,0.036165594,0.071259214,0.000982212,0.007301046,0.216404163,0.092416236,0.0,0.43062665,0.292545927,,,,
7,8,0.0,0.002356291,0.037413926,0.080011686,0.001090186,0.007718488,0.206636888,0.093581717,0.0,0.42613165000000003,0.284033477,,,,
7,9,0.0,0.003347079,0.055668458,0.100872178,0.001621527,0.008756420000000001,0.204727621,0.098259123,0.0,0.4768424,0.310769538,,,,
7,10,0.0,0.003627881,0.065775387,0.105433992,0.00173781,0.008800821,0.188429261,0.096253986,0.0,0.47222482,0.304107285,,,,
7,11,0.0,0.004791618,0.078669505,0.106186245,0.002211506,0.008581971,0.155421149,0.081553048,0.0,0.46635662,0.295227025,,,,
7,12,0.0,0.003625105,0.06807013,0.097665758,0.001691151,0.007372746,0.13749084,0.074380128,0.0,0.38510876,0.24270162,,,,
7,13,0.0,0.004570091,0.07439480700000001,0.092088573,0.002170897,0.007282554,0.108814028,0.055181522,0.0,0.37417295,0.235017132,,,,
7,14,0.0,0.004662751,0.073682449,0.066524037,0.002235354,0.005561225,0.061267936,0.031772808,0.0,0.29606576,0.183440746,,,,
7,15,0.0,0.002865724,0.042177721,0.041361924,0.001325415,0.003299929,0.035977795,0.017650916,0.0,0.1689754,0.105716076,,,,
7,16,0.0,0.001366611,0.021833417,0.022115382,0.00072554,0.00182061,0.01964964,0.009394516,0.0,0.09166907,0.056686589,,,,
7,17,0.0,0.00113116,0.017369868,0.012628465,0.000564029,0.001161134,0.008193944,0.003899744,0.0,0.06209465,0.038375896,,,,
7,18,0.0,0.000541808,0.008567043,0.004895808,0.00029226,0.000519852,0.002435439,0.001239608,0.0,0.02817418,0.016933105,,,,
