tree,depth,Selecting Bootstrapped Samples,Initialization of FindBestCondOblique,SampleProjection,ApplyProjection,Bucket Allocation & Initialization=0,Filling & Finalizing the Buckets,SortFeature,ScanSplits,Post-processing after Training all Trees,EvaluateProjection,FillExampleBucketSet (next 3 calls),,  ,Parameter,Value
7,19,0.0,7.4701e-05,0.001249968,0.000987922,5.2232000000000004e-05,8.9595e-05,0.000407467,0.000223741,0.0,0.00468889,0.002793553,,,,
7,20,0.0,7.3508e-05,0.001161453,0.000526276,5.1823e-05,8.4803e-05,0.000195562,8.644e-05,0.0,0.00421316,0.002528218,,,,
8,0,0.000282202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
8,1,0.0,4.2551e-05,0.00121227,0.0213671,4.368e-05,0.005012035,0.261511879,0.076123733,0.0,0.347545,0.26804558,,,,
8,2,0.0,0.00024697,0.004985338000000001,0.040194,9.7045e-05,0.009019472,0.406815896,0.168150229,0.0,0.60101,0.424102274,,,,
8,3,0.0,0.000453622,0.011783571,0.04783121,0.000189841,0.009203367,0.37449964,0.167798265,0.0,0.5740472000000001,0.395037385,,,,
8,4,0.0,0.0007736689999999999,0.01499417,0.04998508,0.000252816,0.006110104,0.226608938,0.090307754,0.0,0.347308,0.245445683,,,,
8,5,0.0,0.001127692,0.018045923000000002,0.060505909999999996,0.00053355,0.006299783,0.207623097,0.085309449,0.0,0.34616362,0.240106687,,,,
8,6,0.0,0.001963857,0.029188350999999998,0.070840135,0.000900305,0.006771779,0.190433463,0.084985059,0.0,0.35741398,0.239967723,,,,
8,7,0.0,0.002876593,0.042781159,0.079619303,0.001347143,0.00725121,0.178546527,0.081443386,0.0,0.37560683,0.247734318,,,,
8,8,0.0,0.003258263,0.051800584,0.086761031,0.001659834,0.007749309,0.170220656,0.083101331,0.0,0.39238648,0.253453154,,,,
8,9,0.0,0.003691803,0.053549658,0.079785723,0.001822973,0.006981952,0.129801154,0.06186642,0.0,0.3425207,0.220062843,,,,
8,10,0.0,0.004817049,0.071964009,0.089466818,0.002312615,0.007673654,0.132215319,0.070365358,0.0,0.39053427,0.245617119,,,,
8,11,0.0,0.004394775,0.06745022,0.081703409,0.002125066,0.0066989,0.109955298,0.054318866,0.0,0.33832276,0.21555698,,,,
8,12,0.0,0.002511804,0.038373416,0.051493802,0.001214694,0.004240193,0.070707193,0.039888657,0.0,0.21112947999999998,0.130989545,,,,
8,13,0.0,0.002432895,0.03804373,0.044688638,0.001231274,0.003737902,0.058030159,0.032062482,0.0,0.19050828,0.118275081,,,,
8,14,0.0,0.001595627,0.02313717,0.030908605999999998,0.000787573,0.002441329,0.037114939,0.01999371,0.0,0.12167676,0.07546878,,,,
8,15,0.0,0.001477783,0.021494609,0.025593881,0.000770693,0.002109905,0.027013963,0.011347194,0.0,0.09956506,0.063546839,,,,
8,16,0.0,0.000399433,0.005818121,0.009446831,0.00021101,0.000726613,0.012036774,0.005992169,0.0,0.03535065,0.022252865,,,,
8,17,0.0,0.000465848,0.006735999,0.008732653,0.000262818,0.000758022,0.010160557,0.004809877,0.0,0.03624406,0.022687125,,,,
8,18,0.0,0.000350125,0.005301823,0.0072019530000000005,0.00021042900000000001,0.000616186,0.007947111,0.003445534,0.0,0.02832534,0.017876583,,,,
8,19,0.0,9.8248e-05,0.001488338,0.003181513,5.3203e-05,0.00020800700000000002,0.0034755990000000002,0.001739092,0.0,0.00973079,0.006150512,,,,
8,20,0.0,0.000101929,0.001391376,0.002284448,5.2901e-05,0.000162376,0.002352785,0.001263739,0.0,0.00792637,0.004961136,,,,
8,21,0.0,0.000105945,0.001598178,0.002120361,5.3129e-05,0.000156631,0.001844475,0.001036447,0.0,0.007233740000000001,0.004396451,,,,
8,22,0.0,0.000184144,0.002588618,0.002236249,0.000104882,0.000211689,0.001527467,0.000624212,0.0,0.01036904,0.006393092,,,,
8,23,0.0,9.3661e-05,0.001306597,0.000716674,5.2113e-05,8.2975e-05,0.000255056,9.729e-05,0.0,0.00444086,0.002642031,,,,
9,0,0.000280107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
9,1,0.0,4.6097e-05,0.00145,0.0225209,3.1926e-05,0.005463375,0.285307279,0.087821396,0.0,0.384029,0.292565624,,,,
9,2,0.0,0.000149792,0.008555829000000001,0.045217349999999996,8.7999e-05,0.010539481,0.509097811,0.204037025,0.0,0.7379459,0.526062976,,,,
9,3,0.0,0.00035748599999999996,0.005853314,0.028499009999999998,0.000144915,0.005690494,0.277491222,0.087353426,0.0,0.38533103999999996,0.290449967,,,,
9,4,0.0,0.000398906,0.006138107,0.030748436,0.000168655,0.006311283,0.288241369,0.100838482,0.0,0.41216326,0.302817571,,,,
9,5,0.0,0.000424922,0.006889219,0.031746749,0.000220406,0.005623441,0.242195825,0.08565761399999999,0.0,0.35384709000000003,0.258400022,,,,
9,6,0.0,0.0007317339999999999,0.011043437,0.037632732,0.00035797600000000003,0.005573792,0.218019788,0.07758743,0.0,0.33316437,0.240829904,,,,
9,7,0.0,0.001108394,0.021508525,0.05938231,0.000628744,0.008838651,0.312088703,0.145435698,0.562668,0.52849082,0.354994028,,,,
9,8,0.0,0.001351273,0.027229562000000002,0.060524469,0.000663176,0.006691648,0.205803843,0.093571511,0.0,0.36802509,0.247434174,,,,
9,9,0.0,0.001788352,0.03020244,0.069702682,0.0009512,0.007618101,0.21803354,0.105443587,0.0,0.42154327,0.272904246,,,,
9,10,0.0,0.00235176,0.037092408,0.075424715,0.001231146,0.007208307,0.177299133,0.08735475,0.0,0.37115579,0.241084166,,,,
9,11,0.0,0.002569206,0.040808749,0.07723823,0.001450282,0.006402817,0.128705371,0.063595179,0.0,0.31473701,0.20183088,,,,
9,12,0.0,0.002807536,0.042742848,0.073541407,0.001512032,0.005976456,0.109277085,0.054512285,0.0,0.28975586999999997,0.184423622,,,,
9,13,0.0,0.003333541,0.04920392,0.066602561,0.001819772,0.00554417,0.083861469,0.042235751,0.0,0.27144438,0.169978621,,,,
9,14,0.0,0.002115544,0.032104241,0.04684098,0.001119293,0.00369449,0.05850467,0.029455742,0.0,0.18529841,0.116258802,,,,
9,15,0.0,0.0020883,0.030644597,0.036494427,0.001132472,0.003015846,0.040019875,0.018548788,0.0,0.15070123,0.09485766,,,,
9,16,0.0,0.001408253,0.020656154,0.024035998,0.000754758,0.002013312,0.025428819,0.012010692,0.0,0.09876117,0.062096592,,,,
9,17,0.0,0.0008984,0.013934014,0.016546905,0.000517338,0.001392112,0.017560956,0.009321255,0.0,0.07131313,0.044103225,,,,
9,18,0.0,0.000749207,0.011428867,0.012329367,0.00039201,0.001051926,0.012103289,0.005853744,0.0,0.05216403,0.032349365,,,,
9,19,0.0,0.000494073,0.007646709,0.008034489,0.000315832,0.000717694,0.006600052,0.003114003,0.0,0.0346773,0.021312031,,,,
9,20,0.0,0.000358353,0.005262626,0.004494665,0.00021170300000000002,0.000453129,0.00298167,0.001263622,0.0,0.02059134,0.012715096,,,,
9,21,0.0,0.000103147,0.001346933,0.000936049,5.242e-05,8.7117e-05,0.000258992,0.000158756,0.0,0.00442297,0.002595418,,,,
